Monthly Plan ID,ID,Project Key,Project Name,Activity,Activity Details,Status,Created On,Created By,Start Date,End Date
"""MP-2024-000030""","""923""",KIS085,Kisan Mitra,Meeting,Submission of work done and travel bills,New,09:06.5,jayanna.j@gmail.com,29-01-2024,29-01-2024
"""MP-2024-000030""","""924""",KIS085,Kisan Mitra,Issues Follow-up,Farmer issues follow up and field visit and bio village visit,Ongoing,09:06.5,jayanna.j@gmail.com,30-01-2024,30-01-2024
"""MP-2024-000030""","""925""",KIS085,Kisan Mitra,Issues Follow-up,Jayamma land issue follow up at district level,Ongoing,09:06.5,jayanna.j@gmail.com,31-01-2024,31-01-2024
"""MP-2024-000031""","""926""",MAR093,Marketing - FPOs,Field Visit,Participathing in Dhegaon Women FPC meeting ,New,50:22.1,yadavareddy@csa-india.org,02-01-2024,02-01-2024
"""MP-2024-000032""","""927""",IRR084,IRRI,Training,Rabi production  Trg ,Ongoing,53:36.1,yadavareddy@csa-india.org,04-01-2024,04-01-2024
"""MP-2024-000032""","""928""",SFA154,SFAC - CBBO,Inspection,"Visiting , BOD meeting, Keshthram and Kethaki FPCs.",New,53:36.1,yadavareddy@csa-india.org,05-01-2024,06-12-2023
"""MP-2024-000032""","""929""",IRR084,IRRI,Meeting,FPOs collective Business Meeting ,Ongoing,53:36.1,yadavareddy@csa-india.org,20-12-2023,20-12-2023
"""MP-2024-000032""","""930""",CBB020,CBBO,Field Visit,CEOs Review meeting at Karimnagar Cluster ,Ongoing,53:36.1,yadavareddy@csa-india.org,21-12-2023,21-12-2023
"""MP-2024-000032""","""931""",MAR093,Marketing - FPOs,Workshop,Participating in Millet Workshop at DDS,New,53:36.1,yadavareddy@csa-india.org,22-12-2023,22-12-2023
"""MP-2024-000032""","""932""",NAB100,NABARD- TS POPI,Campaign,Participating in Nelathalli FPC meeting on MCX promotion with MCX team. and Farmers ,New,53:36.1,yadavareddy@csa-india.org,23-12-2023,23-12-2023
"""MP-2024-000032""","""933""",CBB020,CBBO,Planning,Weekly Review Meeting  CBBO Team ,Ongoing,53:36.1,yadavareddy@csa-india.org,23-12-2023,23-12-2023
"""MP-2024-000032""","""934""",CBB020,CBBO,Report preparation,Preparation of Reports and bills ,Ongoing,53:36.1,yadavareddy@csa-india.org,25-12-2023,25-12-2023
"""MP-2024-000032""","""935""",SFA154,SFAC - CBBO,Campaign,Participating in Member mobilization campaign at Kethaki Sangameshawara ,Ongoing,53:36.1,yadavareddy@csa-india.org,26-12-2023,27-12-2023
"""MP-2024-000032""","""936""",SFA154,SFAC - CBBO,Inspection,"Visiting to Mahadevpur FPC inspecting , interacting with BODs  and verifying accounts ",Ongoing,53:36.1,yadavareddy@csa-india.org,29-12-2023,29-12-2023
"""MP-2024-000032""","""937""",CBB020,CBBO,Report preparation,Working on report preparation ,Ongoing,53:36.1,yadavareddy@csa-india.org,28-12-2023,Date not recorded
"""MP-2024-000032""","""938""",MAR093,Marketing - FPOs,Inspection,Visiting Suraksha Field verifying crops status ,Ongoing,53:36.1,yadavareddy@csa-india.org,30-12-2023,Date not recorded
"""MP-2024-000032""","""939""",MAR093,Marketing - FPOs,Market Linkage,Visiting NIZAMABAD with Mapalle Narsimha Reddy sir,New,53:36.1,yadavareddy@csa-india.org,20-12-2023,Date not recorded
"""MP-2024-000033""","""940""",GEN061,Gender Responsive Seed System - IRRI,Meeting,Restructuring the business of FPOs in Central Telangana as a part of onboarding on the federation with FPO-level meetings,Ongoing,33:21.9,santhoshkumar@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000033""","""941""",GEN061,Gender Responsive Seed System - IRRI,Follow-up,Getting a membership at the Seedsmen Association,Ongoing,33:21.9,santhoshkumar@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000033""","""942""",GEN061,Gender Responsive Seed System - IRRI,Designing & Development,Publishing the seed ads at TSSOCA and Seedsmen Association directories,New,33:21.9,santhoshkumar@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000033""","""943""",GEN061,Gender Responsive Seed System - IRRI,Designing & Development,Finalizing the digital process for streamlining the sales of FPOs,Ongoing,33:21.9,santhoshkumar@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000033""","""944""",GEN061,Gender Responsive Seed System - IRRI,Report preparation,submitting report to IRRI,Ongoing,33:21.9,santhoshkumar@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000033""","""945""",GEN061,Gender Responsive Seed System - IRRI,Planning,Planning for commercialization of a traditional variety,New,33:21.9,santhoshkumar@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000034""","""946""",n.a,CRZBNF-APF,Campaign,Bio villages Door to door campaign ,Ongoing,49:27.9,pgangulappa@csa-india.org,01-01-2024,31-01-2024
"""MP-2024-000034""","""947""",n.a,CRZBNF-APF,Data Collection,In every week end data collection and submitted to head office,Ongoing,49:27.9,pgangulappa@csa-india.org,01-01-2024,31-01-2024
"""MP-2024-000034""","""948""",n.a,CRZBNF-APF,FFS,In every  Wednesday conducted FFS in selected farmers and farm ,Ongoing,49:27.9,pgangulappa@csa-india.org,04-01-2024,25-01-2024
"""MP-2024-000034""","""949""",n.a,CRZBNF-APF,Field Visit,Eatch and every farmers met and visit spraying of solutions and decacation plots observed and to advaise to remedies ,Ongoing,49:27.9,pgangulappa@csa-india.org,01-01-2024,31-01-2024
"""MP-2024-000034""","""950""",n.a,CRZBNF-APF,Meeting,In every month attending staff review meeting at CSA office Pulivendula ,Ongoing,49:27.9,pgangulappa@csa-india.org,05-01-2024,10-01-2024
"""MP-2024-000034""","""951""",n.a,CRZBNF-APF,Market Linkage,Marketing linkages directly and indirectly ,Ongoing,49:27.9,pgangulappa@csa-india.org,01-01-2024,31-01-2024
"""MP-2024-000034""","""952""",n.a,CRZBNF-APF,Training,Conducted village level seasonal. Trainings and as well as CBBO villages also conducted village leval and seasonal traning s,Ongoing,49:27.9,pgangulappa@csa-india.org,01-01-2024,31-01-2024
"""MP-2024-000035""","""953""",GEN061,Gender Responsive Seed System - IRRI,Workshop,Workshop on Gender Responsive Seed Information and Delivery Pathways,New,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""954""",GEN061,Gender Responsive Seed System - IRRI,Workshop, 'Workshop on Theory of Change (ToC) and Result Based Management (RBM) Framework for Women’s Seed Entrepreneurship’,New,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""955""",OCA106,OCA-FiBL Cotton seed multiplication,Material Transferring/Transporting,Shipment of ginning mill to FPO office and make it function ,Ongoing,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""956""",OCA106,OCA-FiBL Cotton seed multiplication,Data Collection,collection of data after ginning from CET ksa and Velamajala.,New,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""957""",GEN061,Gender Responsive Seed System - IRRI,Workshop,Organising a debriefing workshop with the partners involved in the seed operations ,New,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""958""",GEN061,Gender Responsive Seed System - IRRI,Report preparation,Working on a Mid-term annual report of action research and research,Ongoing,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""959""",GIZ069,GIZ-IKI,Report preparation,Need to work on the financial report and 3rd half yearly report of GIZ ,Ongoing,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""960""",SAH144,Sahaja Federation,Issues Follow-up,Need to obtain the Central seed license ,Ongoing,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""961""",GEN061,Gender Responsive Seed System - IRRI,Designing & Development,Detailed action plan for seed business operations (upon the points emerged from de-briefing workshop),New,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""962""",SEE150,Seed Systems - IRRI,Follow-up,Submission of financial report and technical report to IRRI ,Ongoing,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""963""",NEW105,New Proposals,Meeting,A meeting with DIAGEO team and presenting the proposal submitted on regenerative rice proposal,Ongoing,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""964""",GEN061,Gender Responsive Seed System - IRRI,Followup & Coordination,Krishi sakis data evaluation and report compilation with aleesha ,Ongoing,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""965""",GEN061,Gender Responsive Seed System - IRRI,Followup & Coordination,Impact evaluation study to be coordinated with mamata ,Ongoing,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""966""",GEN061,Gender Responsive Seed System - IRRI,Followup & Coordination,Women empowerment study to be followed up with aleesh ,Ongoing,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""967""",SEE150,Seed Systems - IRRI,Campaign,Organizing a food festival and assessing the quality traits for promoting new varieties ,New,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""968""",OCA106,OCA-FiBL Cotton seed multiplication,Loan Processing,"Payments to Ramulu, Rajoli farmers towards the cost of cultivation and ",Ongoing,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""969""",NEW105,New Proposals,Material Transferring/Transporting,Supplying the sustainable footwares from the earthen tunes to all the 44 fpos located in telangana ,Ongoing,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""970""",GEN061,Gender Responsive Seed System - IRRI,BOT,Setting up of seed processing unit in cc kunta after finalization with the fpo bods ,Ongoing,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""971""",GEN061,Gender Responsive Seed System - IRRI,Training,Organising 4 day resisdential training for seed entreprenuers in KSA ,New,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000035""","""972""",OCA106,OCA-FiBL Cotton seed multiplication,Followup & Coordination,following up with ravi on data entry and submit to FiBL team ,Ongoing,34:18.7,udayn@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000036""","""973""",n.a,CRZBNF-APF,Field Visit,"Kadapa, anantapur, kurnool and VZM seed production work follow up, Field visits, reports preparation, Certification work, follow up seed Licences, participate in BOD meetings, seed processing work follow up and planning thungabadra area seed work etc ",Ongoing,17:47.6,janardhan@csa-india.org,06-01-2024,31-01-2024
"""MP-2024-000037""","""974""",NAB101,NABARD- TS RSA,Field Visit,6 day PODF ID FPOs Monitoring Visits and follow ups,Ongoing,30:45.3,rammurthy@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000037""","""975""",NAB101,NABARD- TS RSA,Meeting,1 day Meetings and Reviews,Ongoing,30:45.3,rammurthy@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000037""","""976""",CBB021,CBBO NABARD,Meeting,4 days BoD meetings,Ongoing,30:45.3,rammurthy@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000037""","""977""",UNI172,United Way Hyderabad,Training,5 days Baseline Survey and Trainings,New,30:45.3,rammurthy@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000037""","""978""",CBB021,CBBO NABARD,Field Visit,"11 days village level meetings, Share capital mobilization and follow up",Ongoing,30:45.3,rammurthy@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000038""","""979""",SFA154,SFAC - CBBO,Field Visit,"etigadda fpcl visiting          08/01/24
devarampally fpcl visiting  10/01/24
thummalapallyfpcl visiting 11/01/24
bellampally fpcl visiting      15/01/24
adarsha fpcl visiting            17/01/24
nelathalli fpcl visiting           18/01/24",New,14:49.3,thirupathi@csa-india.org,08-01-2024,18-01-2024
"""MP-2024-000038""","""980""",SFA154,SFAC - CBBO,Followup & Coordination,"jeevanadatha fpcl   03/01/24
karshaka fpcl           12/01/24
huzurabad                 19/01/24
dubbaka fpcl             22/01/24",New,14:49.3,thirupathi@csa-india.org,03-01-2024,22-01-2024
"""MP-2024-000039""","""981""",KIS085,Kisan Mitra,Campaign,Reaching out to the Kadapa FPO's regularly to create awareness about the Kisanmitra services through social media.,Ongoing,45:04.9,naresh@csa-india.org,01-01-2024,31-01-2024
"""MP-2024-000039""","""982""",KIS085,Kisan Mitra,Field Visit,Long pending issues follow ups,New,45:04.9,naresh@csa-india.org,23-01-2024,25-01-2024
"""MP-2024-000039""","""983""",KIS085,Kisan Mitra,Meeting,#NAME?,Ongoing,45:04.9,naresh@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000039""","""984""",KIS085,Kisan Mitra,Report preparation,#NAME?,Ongoing,45:04.9,naresh@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000040""","""985""",CBB021,CBBO NABARD,CBBO claims,Telangana and AP CSS FPO projects.,Ongoing,27:07.3,rambabu@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000040""","""986""",CBB021,CBBO NABARD,FPO claims,Telangana and AP  CSS FPOs,Ongoing,27:07.3,rambabu@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000040""","""987""",NCD102,NCDC - CBBO,CBBO claims,AP CSS FPO project,Ongoing,27:07.3,rambabu@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000040""","""988""",SFA154,SFAC - CBBO,CBBO claims,Telangana CSS FPO project,Ongoing,27:07.3,rambabu@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000040""","""989""",CBB020,CBBO,Equity Grant proposals submission,"Ekashila, CCkunta, Peddamandadi, Pulivendula, Vempalli and Jeevanadhata FPOs",Ongoing,27:07.3,rambabu@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000040""","""990""",CSA031,CSA Internal,Proposal Writing,Vizianagaram and Gadwal FSPF proposal submission to NABARD.,New,27:07.3,rambabu@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000040""","""991""",CBB020,CBBO,Field Visit,"Nuzivid, Kadapa and Visakhapatnam ",Ongoing,27:07.3,rambabu@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000041""","""992""",GEN064,General Public Engagement,Mela,"Organic Mela, Bengaluru",Ongoing,01:38.3,ramoo@csa-india.org,07-01-2024,07-01-2024
"""MP-2024-000041""","""993""",GEN064,General Public Engagement,Visitors,"Debarati Chakraborty for working on soil microbial products
Sinzu Cheruvu for working on GIS linkages",Ongoing,01:38.3,ramoo@csa-india.org,04-01-2024,04-01-2024
"""MP-2024-000041""","""994""",GEN061,Gender Responsive Seed System - IRRI,Workshop,to discuss the lessons learnt during 1st pilot,Ongoing,01:38.3,ramoo@csa-india.org,04-01-2024,04-01-2024
"""MP-2024-000041""","""995""",SUP161,Supporting Other Organisations,BOT,DDS KVK recruitment,Ongoing,01:38.3,ramoo@csa-india.org,05-01-2024,05-01-2024
"""MP-2024-000041""","""996""",n.a,CSA-Organisational,Planning,Sahaja Aharam Planning,Ongoing,01:38.3,ramoo@csa-india.org,03-01-2024,03-01-2024
"""MP-2024-000041""","""997""",n.a,CSA-Organisational,Designing & Development,CSA planning and budgeting exercise,Ongoing,01:38.3,ramoo@csa-india.org,08-01-2024,08-01-2024
"""MP-2024-000041""","""998""",GEN061,Gender Responsive Seed System - IRRI,Workshop,workshop at ICRISAT,Ongoing,01:38.3,ramoo@csa-india.org,09-01-2024,12-01-2024
"""MP-2024-000041""","""999""",EXT048,External Seminar,Workshop,"Livelihood Summit, Access Livelihood initiatives, New Delhi
Discussion about engagement in IFAD funding",Ongoing,01:38.3,ramoo@csa-india.org,17-01-2024,18-01-2024
"""MP-2024-000041""","""1000""",GIZ067,GIZ master farmers training,Training,Karnataka and MP master trainers,Ongoing,01:38.3,ramoo@csa-india.org,19-01-2024,24-01-2024
"""MP-2024-000041""","""1001""",WOR175,Workshops,Workshop,ASCI workshop on organic farming and business development enterprreneur ,Ongoing,01:38.3,ramoo@csa-india.org,25-01-2024,25-01-2024
"""MP-2024-000041""","""1002""",WOR175,Workshops,Workshop,"PGS workshop with Jagjit
",Ongoing,01:38.3,ramoo@csa-india.org,27-01-2024,27-01-2024
"""MP-2024-000041""","""1003""",GEN061,Gender Responsive Seed System - IRRI,Training,Seed enterpreneurs training,Ongoing,01:38.3,ramoo@csa-india.org,29-01-2024,01-02-2024
"""MP-2024-000042""","""1004""",SAH142,Sahaja Aharam,Planning,Exploring new avenues for market,Ongoing,25:16.6,prasanna@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000042""","""1005""",SAH144,Sahaja Federation,Planning,New business models,Ongoing,25:16.6,prasanna@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000042""","""1006""",EXH047,Exhibition & Events,Planning,Preparation for biofach visit,Ongoing,25:16.6,prasanna@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000042""","""1007""",SUP160,Supporting Interns,Discussion,Supporting the Reddy college interns ,Ongoing,25:16.6,prasanna@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000042""","""1008""",SAH144,Sahaja Federation,Market Linkage,Discussions with different buyers for different commodities available at FPOs ,Ongoing,25:16.6,prasanna@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000043""","""1009""",GEN061,Gender Responsive Seed System - IRRI,Meeting,Orientating FPOs with the new business model,Ongoing,27:38.4,santhoshkumar@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000043""","""1010""",GEN061,Gender Responsive Seed System - IRRI,Designing & Development,Identifying Director of marketing and the village-level FPO dealers and sharing their responsibility with individual FPO meeting,Ongoing,27:38.4,santhoshkumar@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000043""","""1011""",GEN061,Gender Responsive Seed System - IRRI,Market Linkage,Finalizing the digital process for streangthening the sales of FPOs,Ongoing,27:38.4,santhoshkumar@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000043""","""1012""",GEN061,Gender Responsive Seed System - IRRI,Market Linkage,Planning for commercialization of a traditional variety,New,27:38.4,santhoshkumar@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000043""","""1013""",GEN061,Gender Responsive Seed System - IRRI,Market Linkage,Listing out and confirming all promotional events across Andhra Pradesh and Telangana,New,27:38.4,santhoshkumar@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000044""","""1014""",GEN061,Gender Responsive Seed System - IRRI,Training,Training of Marketing team,New,29:43.2,santhoshkumar@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000044""","""1015""",GEN061,Gender Responsive Seed System - IRRI,Market Linkage,Market linkage for the grains of traditional varieties,New,29:43.2,santhoshkumar@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000045""","""1016""",n.a,CRZBNF-APF,Campaign,"In bio village we will go door to door and talk to farmers, find out the problems and call Kisan Mitra and solve them, also inform you about csa activities.",Ongoing,21:49.9,munilakshmi@csa-india.org,28-01-2024,09-02-2024
"""MP-2024-000045""","""1017""",n.a,CRZBNF-APF,Data Collection,"Data collection and report prepared,bills, data work, information ",Ongoing,21:49.9,munilakshmi@csa-india.org,10-02-2024,20-01-2024
"""MP-2024-000045""","""1018""",n.a,CRZBNF-APF,FFS,"Every week in bio Village,one field visits, 25members,organic farmers interaction every day field activities ,soil texture and pest management field activities demos ext we are conducting ",Ongoing,21:49.9,munilakshmi@csa-india.org,14-02-2024,31-01-2024
"""MP-2024-000045""","""1019""",n.a,CRZBNF-APF,Field Visit,"different experimental trials such as treatment of fertilizers (cow manure, poultry manure and mineral fertilizers) tested on three sorghum varieties  and contour bunding technology applied to soil probes testing ",Ongoing,21:49.9,munilakshmi@csa-india.org,20-02-2024,31-01-2024
"""MP-2024-000045""","""1020""",n.a,CRZBNF-APF,Follow-up,"Method demonstrations basically show farmers how to do something. In the method demonstration, the farmer is shown step by step how, for example, to plant seeds in line, to use a mechanical duster to control insects, or to top tobacco, Marketing manager available ",Ongoing,21:49.9,munilakshmi@csa-india.org,07-02-2024,31-01-2024
"""MP-2024-000045""","""1021""",n.a,CRZBNF-APF,Meeting,"How to organise farming and pgs meeting in this meeting explained These are subsistence farming and commercial farming,",Ongoing,21:49.9,munilakshmi@csa-india.org,12-02-2024,25-02-2024
"""MP-2024-000045""","""1022""",n.a,CRZBNF-APF,Training,"These training classes are conducted on specific topics like the use of organic fertilizers, crop water management, disease and pest control and post harvest technologies or vast topics like packages of practice,pgs,ics,seed development ",Ongoing,21:49.9,munilakshmi@csa-india.org,05-02-2024,17-02-2024
"""MP-2024-000045""","""1023""",n.a,CRZBNF-APF,Report preparation,"Every month monthly ,bills prepare and work done, monthly planning submitteds",Ongoing,21:49.9,munilakshmi@csa-india.org,24-01-2024,27-01-2024
"""MP-2024-000045""","""1024""",n.a,CRZBNF-APF,Issues Follow-up,"Farmers issues followup throughout kisan mitra help number process and 
I will also solve small problems by myself.",Ongoing,21:49.9,munilakshmi@csa-india.org,13-02-2024,17-02-2024
"""MP-2024-000045""","""1025""",n.a,CRZBNF-APF,Inspection,"Every month we are conducting pgs meeting, and also field Visit every farmer should organic farming or no
I will enter the farm after knowing whether every farmer in the group is doing natural farming or not enter in inspection farm.",Ongoing,21:49.9,munilakshmi@csa-india.org,10-02-2024,16-01-2024
"""MP-2024-000046""","""1026""",NCD102,NCDC - CBBO,Planning,Planning for Office opening for Pulivendula & Vempali FPOs in First week of Febuary ,New,44:29.9,pavan@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000046""","""1027""",CBB021,CBBO NABARD,Data Collection,Data collection for submission of equity grant for Ekashila FPCL in first week,Ongoing,44:29.9,pavan@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000046""","""1028""",CBB021,CBBO NABARD,Loan Processing,Account opening in DCCB and submission of loan proposals for Ekashila FPCL,New,44:29.9,pavan@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000046""","""1029""",NCD102,NCDC - CBBO,Training,Planning for BODs & CEOs training for all CBBO FPOs in second week ,New,44:29.9,pavan@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000046""","""1030""",NCD102,NCDC - CBBO,Campaign,In second week complete aduit for Proddutur and Jammalamadugu FPOs,Ongoing,44:29.9,pavan@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000046""","""1031""",CBB021,CBBO NABARD,Market Linkage,Procurement of Sesame and Sunflower for Sahaja,New,44:29.9,pavan@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000046""","""1032""",CBB021,CBBO NABARD,Market Linkage,Data collection and collecting samples of turmeric for IFFCO project,New,44:29.9,pavan@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000046""","""1033""",NCD102,NCDC - CBBO,BOT,To conduct AGMs for Proddutur & Jammalamadugu FPOs in third week,New,44:29.9,pavan@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000046""","""1034""",EXH047,Exhibition & Events,Market Linkage,Planning to conduct Buyers & Sellers meet  in kadapa or Vijayawada,New,44:29.9,pavan@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000046""","""1035""",NCD102,NCDC - CBBO,BOT,To attend BoD meetings for five CBBO FPOs,Ongoing,44:29.9,pavan@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000046""","""1036""",NCD102,NCDC - CBBO,Loan Processing,Submission of data for JLGs loans for CBBO FPOs ,New,44:29.9,pavan@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000047""","""1037""",KIS085,Kisan Mitra,Campaign,Reaching out to the Kadapa FPO's regularly to create awareness about the Kisanmitra services through social media.,Ongoing,13:22.9,naresh@csa-india.org,01-02-2024,29-02-2024
"""MP-2024-000047""","""1038""",KIS085,Kisan Mitra,Field Visit,Meet at FOP BOD's and long pending issues and Kisan mitra Review ,New,13:22.9,naresh@csa-india.org,26-02-2024,29-02-2024
"""MP-2024-000047""","""1044""",KIS085,Kisan Mitra,Meeting,"- Conducting Kisan Mitra review monthly 2 times regarding pending issues and calls and field updates.
- Attending monthly meetings and making reports for the same.

(15th  and 23rd -2024 two days)",Ongoing,13:22.9,naresh@csa-india.org,16-02-2024,29-02-2024
"""MP-2024-000047""","""1045""",KIS085,Kisan Mitra,Report preparation,#NAME?,Ongoing,13:22.9,naresh@csa-india.org,01-02-2024,29-02-2024
"""MP-2024-000048""","""1039""",n.a,CRZBNF-APF,Data Collection,monthly reports preparation and google sheets uploads,Ongoing,15:35.6,sai@csa-india.org,26-01-2024,24-02-2024
"""MP-2024-000048""","""1040""",n.a,CRZBNF-APF,Follow-up,Follow up POs/BCOs/CEO on data uploads and preparation of reports,Ongoing,15:35.6,sai@csa-india.org,26-01-2024,24-02-2024
"""MP-2024-000048""","""1041""",n.a,CRZBNF-APF,Field Visit,coordinate with BCOs & field staff on video documentation and others filed visits,Ongoing,15:35.6,sai@csa-india.org,26-01-2024,24-02-2024
"""MP-2024-000048""","""1042""",IFF080,IFFCO Kisan,Issues Follow-up,"New project commencing work - receiving proposed equipment's and followup with Mr. Abhinava Kumar, IFFCO ",Ongoing,15:35.6,sai@csa-india.org,26-01-2024,24-02-2024
"""MP-2024-000048""","""1043""",GEN063,General,Meeting,All monthly meetings and cluster level meetings,Ongoing,15:35.6,sai@csa-india.org,26-01-2024,25-01-2024
"""MP-2024-000049""","""1046""",PGS116,PGS Certification AP,Training,RySS District level 2 days Trainings on PGS Certification  ,Ongoing,07:17.7,anushav@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000049""","""1047""",n.a,CRZBNF-APF,Field Visit,K.G Pudi cluster field visit 2days,Ongoing,07:17.7,anushav@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000049""","""1048""",n.a,CRZBNF-APF,Field Visit,CCE experiments in Rabi field crops-2days,Ongoing,07:17.7,anushav@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000049""","""1049""",PGS116,PGS Certification AP,Meeting,Conducting Bio village level meetings on LAC Certification to 3days,New,07:17.7,anushav@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000049""","""1050""",SAB141,SABAL,Field Visit,Supporting to implement  ATM models in landscape areas for 3days  because of  Swamy absence in the Organization,New,07:17.7,anushav@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000049""","""1051""",PGS116,PGS Certification AP,Data Collection,Collecting farmer details for LAC certification- 3days,New,07:17.7,anushav@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000049""","""1052""",n.a,CRZBNF-APF,Field Visit,Karakavalasa cluster field visit- 2days,Ongoing,07:17.7,anushav@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000049""","""1053""",PGS116,PGS Certification AP,Field Visit,Doing K.G Pudi cluster & Karakavalasa cluster Rabi Peer appraisals-7days,New,07:17.7,anushav@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000049""","""1054""",PGS116,PGS Certification AP,Field Visit,Going to collect Bio village mappings & Declaration forms of Chemical free villages ,New,07:17.7,anushav@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000049""","""1055""",PGS116,PGS Certification AP,Field Visit,Registering BioVillages for LAC certification-3days,New,07:17.7,anushav@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000049""","""1056""",n.a,CRZBNF-APF,Report preparation,Preparing cluster wise Monthly reports,New,07:17.7,anushav@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000049""","""1057""",SAB141,SABAL,Field Visit,Follow up activities of Sabal Project to Swamy-2 days,Ongoing,07:17.7,anushav@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000049""","""1058""",PGS116,PGS Certification AP,Report preparation,"Preparing workdone reports, Monthly plans & training reports",Ongoing,07:17.7,anushav@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000050""","""1099""",CSA031,CSA Internal,Planning,"Would like to work only on one domain, either marketing alone or IT alone. ",New,29:09.9,prasanna@csa-india.org,Date not recorded,Date not recorded
